Year,CityID_From,CityID_To,Connections,Distance
2004,383,382,4,168.819
2004,383,384,4,213.247
2004,383,385,1,383.341
2004,383,386,5,163.867
2004,383,387,4,148.385
2004,383,388,3,214.034
2004,383,389,3,217.798
2004,383,390,0,198.74
2004,383,391,10,61.834
2004,383,392,2,260.981
2004,383,393,3,171.658
2004,383,394,7,136.046
2004,383,396,0,297.529
2004,383,1842,2,58.558
2004,383,2103,3,298.349
2004,384,379,212,122.013
2004,384,380,1,340.186
2004,384,381,0,292.811
2004,384,382,3,264.285
2004,384,383,4,213.001
2004,384,385,1,348.04
2004,384,386,1,202.861
2004,384,387,2,84.513
2004,384,388,3,99.161
2004,384,389,2,219.233
2004,384,390,3,64.038
2004,384,391,3,173.097
2004,384,392,0,309.825
2004,384,393,0,132.435
2004,384,394,7,77.845
2004,384,396,2,244.293
2004,384,1842,0,184.801
2004,384,2103,1,206.634
2004,385,379,111,226.355
2004,385,380,3,48.744
2004,385,381,1,78.979
2004,385,382,0,251.188
2004,385,383,1,382.996
2004,385,384,1,347.396
2004,385,386,1,221.619
2004,385,387,1,289.398
2004,385,388,1,441.182
2004,385,389,1,167.672
2004,385,390,0,285.846
2004,385,391,0,399.528
2004,385,392,0,166.894
2004,385,393,0,437.869
2004,385,394,1,333.1
2004,385,396,4,120.946
2004,385,1842,0,329.505
2004,385,2103,0,178.926
2004,386,379,138,83.599
2004,386,380,0,179.291
2004,386,381,1,172.907
2004,386,382,5,84.877
2004,386,383,5,163.069
2004,386,384,1,202.706
2004,386,385,1,222.086
2004,386,387,2,122.032
2004,386,388,0,272.716
2004,386,389,0,56.543
2004,386,390,1,140.197
2004,386,391,1,178.485
2004,386,392,1,120.059
2004,386,393,1,257.026
2004,386,394,4,161.889
2004,386,396,1,134.533
2004,386,1842,0,109.578
2004,386,2103,1,157.627
2004,387,379,191,63.921
2004,387,380,1,281.931
2004,387,381,1,236.007
2004,387,382,1,180.473
2004,387,383,4,148.53
2004,387,384,2,84.797
2004,387,385,1,289.949
2004,387,386,2,122.096
2004,387,388,3,153.36
2004,387,389,1,157.185
2004,387,390,0,50.355
2004,387,391,0,119.52
2004,387,392,0,240.899
2004,387,393,0,148.802
2004,387,394,6,44.033
2004,387,396,2,186.201
2004,387,1842,0,100.288
2004,387,2103,0,172.349
2004,388,379,99,214.942
2004,388,380,0,433.115
2004,388,381,0,387.028
2004,388,382,2,330.402
2004,388,383,3,214.417
2004,388,384,3,99.027
2004,388,385,1,440.97
2004,388,386,0,273.445
2004,388,387,3,154.08
2004,388,389,0,311.019
2004,388,390,0,158.395
2004,388,391,1,152.582
2004,388,392,0,391.933
2004,388,393,0,53.812
2004,388,394,1,111.341
2004,388,396,0,337.222
2004,388,1842,0,223.916
2004,388,2103,0,305.404
2004,389,379,68,98.983
2004,389,380,0,125.642
2004,389,381,0,132.238
2004,389,382,3,116.875
2004,389,383,3,217.24
2004,389,384,2,218.768
2004,389,385,1,168.437
2004,389,386,0,55.863
2004,389,387,1,157.245
2004,389,388,0,310.274
2004,389,390,0,156.799
2004,389,391,0,233.772
2004,389,392,0,100.218
2004,389,393,0,305.716
2004,389,394,0,200.947
2004,389,396,0,94.364
2004,389,1842,0,163.749
2004,389,2103,0,131.77
2004,390,379,82,60.045
2004,390,380,0,278.218
2004,390,381,2,232.131
2004,390,382,0,221.995
2004,390,383,0,198.887
2004,390,384,3,63.473
2004,390,385,0,286.072
2004,390,386,1,140.41
2004,390,387,0,50.357
2004,390,388,0,158.611
2004,390,389,0,157.265
2004,390,391,0,169.877
2004,390,392,0,247.857
2004,390,393,1,171.909
2004,390,394,1,79.184
2004,390,396,0,182.325
2004,390,1842,0,150.645
2004,390,2103,2,162.389
2004,391,379,45,179.654
2004,391,380,0,356.98
2004,391,381,0,351.296
2004,391,382,2,208.863
2004,391,383,10,62.004
2004,391,384,3,173.184
2004,391,385,0,399.775
2004,391,386,1,179.26
2004,391,387,0,119.505
2004,391,388,1,152.331
2004,391,389,0,234.232
2004,391,390,0,169.86
2004,391,392,0,294.809
2004,391,393,1,111.401
2004,391,394,3,95.983
2004,391,396,0,301.934
2004,391,1842,0,84.018
2004,391,2103,0,288.081
2004,392,379,44,189.829
2004,392,380,0,117.965
2004,392,381,0,188.742
2004,392,382,1,92.785
2004,392,383,2,260.88
2004,392,384,0,309.614
2004,392,385,0,166.701
2004,392,386,1,119.652
2004,392,387,0,240.864
2004,392,388,0,391.791
2004,392,389,0,99.742
2004,392,390,0,247.645
2004,392,391,0,294.416
2004,392,393,0,376.101
2004,392,394,0,280.964
2004,392,396,0,170.962
2004,392,1842,0,215.499
2004,392,2103,0,224.463
2004,393,379,47,213.025
2004,393,380,1,431.034
2004,393,381,1,385.111
2004,393,382,1,314.685
2004,393,383,3,171.673
2004,393,384,0,132.181
2004,393,385,0,439.052
2004,393,386,1,257.835
2004,393,387,0,149.349
2004,393,388,0,53.966
2004,393,389,0,306.288
2004,393,390,1,171.927
2004,393,391,1,111.58
2004,393,392,0,376.323
2004,393,394,2,106.465
2004,393,396,0,335.304
2004,393,1842,0,192.017
2004,393,2103,0,321.452
2004,394,379,149,107.978
2004,394,380,1,325.988
2004,394,381,1,280.064
2004,394,382,3,219.486
2004,394,383,7,136.12
2004,394,384,7,77.851
2004,394,385,1,334.006
2004,394,386,4,162.529
2004,394,387,6,44.302
2004,394,388,1,111.068
2004,394,389,0,201.241
2004,394,390,1,79.491
2004,394,391,3,96.217
2004,394,392,0,281.017
2004,394,393,2,106.312
2004,394,396,0,230.258
