year,source,target,travel_time,length
2002,Salgótarján,Eger,1.2400708187751783,75811.73
2002,Salgótarján,Debrecen,2.4749071037365136,201618.264
2002,Salgótarján,Szeged,3.128354831318908,255485.69699999987
2002,Salgótarján,Kecskemét,1.8486663171915447,175821.46999999997
2002,Salgótarján,Békéscsaba,3.0375681617225685,241592.47799999992
2002,Salgótarján,Miskolc,1.7227608986159637,125661.16499999992
2002,Salgótarján,Győr,2.2504740302567,232074.5159999999
2002,Salgótarján,Nyíregyháza,2.6583500972237926,204802.49800000002
2002,Salgótarján,Székesfehérvár,1.819519132562678,180433.71600000001
2002,Salgótarján,Tatabánya,1.6996403157250703,172343.50899999996
2002,Salgótarján,Veszprém,2.2124342521736358,220861.861
2002,Tatabánya,Szeged,2.4937887374174075,223717.31400000007
2002,Tatabánya,Kecskemét,1.2164798180555552,138817.32499999998
2002,Tatabánya,Békéscsaba,2.4053816625865796,258987.0570000001
2002,Tatabánya,Miskolc,2.1938706913516723,238851.40700000004
2002,Tatabánya,Győr,0.5508337145316299,61397.66499999999
2002,Tatabánya,Nyíregyháza,3.129459889959501,294367.3310000002
2002,Tatabánya,Székesfehérvár,0.8590690993065269,68355.84199999996
2002,Tatabánya,Veszprém,1.2519842189174843,107786.01099999997
2002,Veszprém,Miskolc,2.7066646278002344,287369.75900000014
2002,Veszprém,Győr,1.3153522818414474,78894.25000000006
2002,Veszprém,Nyíregyháza,3.642253826408065,342885.68300000025
2002,Veszprém,Székesfehérvár,0.4941586936113223,44794.12900000001
2002,Szombathely,Pécs,3.9260529193554956,242997.57300000006
2002,Szombathely,Szekszárd,3.3481145538006025,260009.99500000005
2002,Szombathely,Kaposvár,2.8802210065250864,178636.99500000008
2002,Szombathely,Eger,3.135262315880831,351906.696
2002,Szombathely,Debrecen,4.364683099128827,443397.3110000001
2002,Szombathely,Szeged,3.9081366249711085,382261.9530000002
2002,Szombathely,Kecskemét,2.636041384134345,302053.88900000014
2002,Szombathely,Békéscsaba,3.8249432286653677,422223.621
2002,Szombathely,Miskolc,3.6179523957216135,400872.54900000006
2002,Szombathely,Győr,0.990391007791663,102160.42599999999
2002,Szombathely,Nyíregyháza,4.5535415943294435,456388.4730000002
2002,Szombathely,Székesfehérvár,1.9967327110687132,184110.34700000004
2002,Szombathely,Zalaegerszeg,0.8428897001124793,53260.603
2002,Szombathely,Salgótarján,3.123722020095015,334234.9419999999
2002,Szombathely,Tatabánya,1.4240817043699416,163558.09100000004
2002,Szombathely,Veszprém,1.7405721452714082,139934.26600000003
2002,Szombathely,Szolnok,2.9157074257702087,320535.3049999998
2002,Szolnok,Szekszárd,2.2410232346785737,179640.72699999998
2002,Szolnok,Kaposvár,3.1194813789214875,251798.55199999997
2002,Szolnok,Eger,1.931329616169385,115521.81799999998
2002,Szolnok,Debrecen,3.0938454648134845,199223.06999999998
2002,Szolnok,Szeged,1.6546640470279999,121346.85599999997
2002,Szolnok,Kecskemét,0.8575282019215722,60760.038000000015
2002,Szolnok,Békéscsaba,1.3368532023531623,112491.85299999996
2002,Szolnok,Miskolc,2.3999555794365235,159393.59800000003
2002,Szolnok,Győr,2.0404667034532644,218374.879
2002,Szolnok,Nyíregyháza,3.335544778044354,214909.52200000006
2002,Szolnok,Székesfehérvár,1.582278477515263,163096.1
2002,Szolnok,Zalaegerszeg,3.585499962288286,315667.95600000006
2002,Szolnok,Salgótarján,1.9642078777348895,134138.84099999996
2002,Szolnok,Tatabánya,1.501359538216506,157259.45799999998
2002,Szolnok,Veszprém,1.9751935971262202,203094.68899999998
2003,Pécs,Szekszárd,0.7319098179933825,59481.90900000001
2003,Pécs,Kaposvár,1.1289733228548327,66148.099
2003,Pécs,Eger,3.580359699239908,325694.28299999994
2003,Pécs,Debrecen,4.809780482487904,402441.2119999998
2003,Pécs,Szeged,2.5235428649309464,188892.523
2003,Pécs,Kecskemét,2.0988489676072337,172752.24999999997
2003,Pécs,Békéscsaba,3.2805032353122456,284006.87000000005
2003,Pécs,Miskolc,4.063049779080691,373658.50299999997
2003,Pécs,Győr,3.1227133383659296,229454.58500000008
2003,Pécs,Nyíregyháza,4.99863897768852,429174.4270000001
2003,Pécs,Székesfehérvár,2.0374094989796614,154190.415
2003,Pécs,Zalaegerszeg,3.2523657368290113,189736.97
2003,Pécs,Salgótarján,3.568819403454092,308455.85499999986
2003,Pécs,Tatabánya,2.71257196050841,220184.39899999995
2003,Pécs,Veszprém,2.2009319740840887,156050.595
2003,Pécs,Szolnok,2.8908627415608463,233296.78
2003,Szekszárd,Kaposvár,1.6636305385425163,116030.46900000004
2003,Szekszárd,Eger,2.9305201923576347,272038.23
2003,Szekszárd,Debrecen,4.159940975605632,348785.15899999987
2003,Szekszárd,Szeged,1.8732968691597849,139082.89400000003
2003,Szekszárd,Kecskemét,1.4490094607249628,119096.19699999996
2003,Szekszárd,Békéscsaba,2.6306637284299756,234197.24100000004
2003,Szekszárd,Miskolc,3.4132102721984174,320002.44999999995
2003,Szekszárd,Győr,2.4728738314836582,186451.88300000006
2003,Szekszárd,Nyíregyháza,4.348799470806247,375518.37400000007
2003,Szekszárd,Székesfehérvár,1.3875699920973907,100534.36200000001
2003,Szekszárd,Tatabánya,2.0627324536261393,166528.346
2003,Szekszárd,Veszprém,1.780485111708348,126706.50000000004
2003,Kaposvár,Eger,3.3740304156491057,328838.651
2003,Kaposvár,Debrecen,4.603451198897102,420345.2570000001
2003,Kaposvár,Szeged,3.4552635854800804,250247.67299999998
2003,Kaposvár,Kecskemét,2.575002661550725,191254.02200000003
2003,Kaposvár,Békéscsaba,3.756656929255737,313007.5859999999
2003,Kaposvár,Miskolc,3.8567204954898884,378077.5650000001
2003,Kaposvár,Győr,2.820997312416425,212885.3560000001
2003,Kaposvár,Nyíregyháza,4.7923096940977175,433593.48900000023
2003,Kaposvár,Székesfehérvár,1.735693473030158,140796.73500000004
2003,Kaposvár,Tatabánya,2.4030823332768554,206716.05399999997
2003,Kaposvár,Veszprém,1.8709741242345082,139481.36599999998
2003,Eger,Debrecen,1.6273441158114195,125806.534
2003,Eger,Szeged,3.141936336112207,236868.67399999988
2003,Eger,Kecskemét,1.8622478219848433,157249.98099999997
2003,Eger,Békéscsaba,3.051149666515867,222975.45499999987
2003,Eger,Miskolc,0.8386186465106046,66304.834
2003,Eger,Győr,2.2620143260425167,249746.2699999999
2003,Eger,Nyíregyháza,1.7742078451184327,128990.76799999998
2003,Eger,Székesfehérvár,1.8310594283484947,197702.70000000004
2003,Eger,Tatabánya,1.711180611510887,189612.49299999993
2003,Eger,Veszprém,2.2239745479594526,238130.845
2003,Debrecen,Szeged,3.014965355474007,217564.626
2003,Debrecen,Kecskemét,3.0893220394527416,232120.28699999995
2003,Debrecen,Békéscsaba,1.9545093538865304,128769.73899999999
2003,Debrecen,Miskolc,1.5654830110447113,98368.706
2003,Debrecen,Győr,3.4914351092905154,341236.88500000007
2003,Debrecen,Nyíregyháza,0.7871025815701225,52669.56000000001
2003,Debrecen,Székesfehérvár,3.0604802115964924,289209.30600000004
2003,Debrecen,Tatabánya,2.9406013947588856,281119.09900000005
2003,Debrecen,Veszprém,3.45339533120745,329637.45100000023
2003,Szeged,Kecskemét,1.3985630416487316,87145.45499999999
2003,Szeged,Békéscsaba,1.1722916358731907,95114.34700000001
2003,Szeged,Miskolc,3.626377571551021,280740.45399999997
2003,Szeged,Győr,3.0328959026541646,284793.45199999993
2003,Szeged,Nyíregyháza,3.8020679370441295,268325.92600000015
2003,Szeged,Székesfehérvár,2.5747076767161636,213567.931
2003,Szeged,Veszprém,2.967622796327121,242945.73500000002
2003,Kecskemét,Békéscsaba,1.2934803984199137,124184.88899999998
2003,Kecskemét,Miskolc,2.3466890574236547,201121.76100000003
2003,Kecskemét,Győr,1.7608006618174,199893.46300000005
2003,Kecskemét,Nyíregyháza,3.2822782560314856,256637.68500000006
2003,Kecskemét,Székesfehérvár,1.3026124358793987,140859.678
2003,Kecskemét,Veszprém,1.695527555490356,170237.48200000002
2003,Békéscsaba,Miskolc,3.5199923649312415,227138.44499999995
2003,Békéscsaba,Győr,2.949702506348424,320063.19499999983
2003,Békéscsaba,Nyíregyháza,2.7416119354566533,179531.03900000005
2003,Békéscsaba,Székesfehérvár,2.491514280410423,261124.35799999998
2003,Békéscsaba,Veszprém,2.8844294000213804,291991.04599999986
2003,Miskolc,Győr,2.7447044058833012,298712.12299999996
2003,Miskolc,Nyíregyháza,1.5454542718207973,87695.37899999999
2003,Miskolc,Székesfehérvár,2.313749508189278,246941.61400000006
2003,Győr,Nyíregyháza,3.680293604491129,354228.0470000003
2003,Győr,Székesfehérvár,1.1214919887517685,85917.52100000005
2003,Nyíregyháza,Székesfehérvár,3.2493387067971087,302457.538
2003,Zalaegerszeg,Szekszárd,3.258084552673739,206749.39200000005
2003,Zalaegerszeg,Kaposvár,2.1234610139741785,125376.39199999998
2003,Zalaegerszeg,Eger,3.8342809131215185,350882.04899999994
2003,Zalaegerszeg,Debrecen,5.063701696369515,442388.655
2003,Zalaegerszeg,Szeged,4.577929161489184,341007.65500000014
2003,Zalaegerszeg,Kecskemét,3.30583392065242,268299.4020000001
2003,Zalaegerszeg,Békéscsaba,4.494735765183444,390052.9659999999
2003,Zalaegerszeg,Miskolc,4.316970992962303,400120.96300000005
2003,Zalaegerszeg,Győr,1.8332807079041433,155421.02899999998
2003,Zalaegerszeg,Nyíregyháza,5.25256019157013,455636.88700000016
2003,Zalaegerszeg,Székesfehérvár,2.104465058773387,162441.70200000002
2003,Zalaegerszeg,Salgótarján,3.8227406173357026,333613.06500000006
2003,Zalaegerszeg,Tatabánya,2.2669714044824216,216818.69400000005
2003,Zalaegerszeg,Veszprém,1.6257575651620655,118265.62100000004
2003,Salgótarján,Szekszárd,2.918979896571817,254799.8019999999
2003,Salgótarján,Kaposvár,3.362490119863286,311569.6670000001
2003,Salgótarján,Eger,1.2400708187751783,75811.73
2003,Salgótarján,Debrecen,2.4749071037365136,201618.264
2003,Salgótarján,Szeged,3.128354831318908,255485.69699999987
2003,Salgótarján,Kecskemét,1.8486663171915447,175821.46999999997
2003,Salgótarján,Békéscsaba,3.0375681617225685,241592.47799999992
2003,Salgótarján,Miskolc,1.7227608986159637,125661.16499999992
2003,Salgótarján,Győr,2.2504740302567,232074.5159999999
2003,Salgótarján,Nyíregyháza,2.6583500972237926,204802.49800000002
2003,Salgótarján,Székesfehérvár,1.819519132562678,180433.71600000001
2003,Salgótarján,Tatabánya,1.6996403157250703,172343.50899999996
2003,Salgótarján,Veszprém,2.2124342521736358,220861.861
2003,Tatabánya,Szeged,2.4937887374174075,223717.31400000007
2003,Tatabánya,Kecskemét,1.2164798180555552,138817.32499999998
2003,Tatabánya,Békéscsaba,2.4053816625865796,258987.0570000001
2003,Tatabánya,Miskolc,2.1938706913516723,238851.40700000004
2003,Tatabánya,Győr,0.5508337145316299,61397.66499999999
2003,Tatabánya,Nyíregyháza,3.129459889959501,294367.3310000002
2003,Tatabánya,Székesfehérvár,0.8590690993065269,68355.84199999996
2003,Tatabánya,Veszprém,1.2519842189174843,107786.01099999997
2003,Veszprém,Miskolc,2.7066646278002344,287369.75900000014
2003,Veszprém,Győr,1.3153522818414474,78894.25000000006
2003,Veszprém,Nyíregyháza,3.642253826408065,342885.68300000025
2003,Veszprém,Székesfehérvár,0.4941586936113223,44794.12900000001
2003,Szombathely,Pécs,3.9260529193554956,242997.57300000006
2003,Szombathely,Szekszárd,3.3481145538006025,260009.99500000005
2003,Szombathely,Kaposvár,2.8802210065250864,178636.99500000008
2003,Szombathely,Eger,3.135262315880831,351906.696
2003,Szombathely,Debrecen,4.364683099128827,443397.3110000001
2003,Szombathely,Szeged,3.9081366249711085,382261.9530000002
2003,Szombathely,Kecskemét,2.636041384134345,302053.88900000014
2003,Szombathely,Békéscsaba,3.8249432286653677,422223.621
2003,Szombathely,Miskolc,3.6179523957216135,400872.54900000006
2003,Szombathely,Győr,0.990391007791663,102160.42599999999
2003,Szombathely,Nyíregyháza,4.5535415943294435,456388.4730000002
2003,Szombathely,Székesfehérvár,1.9967327110687132,184110.34700000004
2003,Szombathely,Zalaegerszeg,0.8428897001124793,53260.603
2003,Szombathely,Salgótarján,3.123722020095015,334234.9419999999
2003,Szombathely,Tatabánya,1.4240817043699416,163558.09100000004
2003,Szombathely,Veszprém,1.7405721452714082,139934.26600000003
2003,Szombathely,Szolnok,2.9157074257702087,320535.3049999998
2003,Szolnok,Szekszárd,2.2410232346785737,179640.72699999998
2003,Szolnok,Kaposvár,3.1194813789214875,251798.55199999997
2003,Szolnok,Eger,1.931329616169385,115521.81799999998
2003,Szolnok,Debrecen,3.0938454648134845,199223.06999999998
2003,Szolnok,Szeged,1.6546640470279999,121346.85599999997
2003,Szolnok,Kecskemét,0.8575282019215722,60760.038000000015
2003,Szolnok,Békéscsaba,1.3368532023531623,112491.85299999996
2003,Szolnok,Miskolc,2.3999555794365235,159393.59800000003
2003,Szolnok,Győr,2.0404667034532644,218374.879
2003,Szolnok,Nyíregyháza,3.335544778044354,214909.52200000006
2003,Szolnok,Székesfehérvár,1.582278477515263,163096.1
2003,Szolnok,Zalaegerszeg,3.585499962288286,315667.95600000006
2003,Szolnok,Salgótarján,1.9642078777348895,134138.84099999996
2003,Szolnok,Tatabánya,1.501359538216506,157259.45799999998
2003,Szolnok,Veszprém,1.9751935971262202,203094.68899999998
2004,Pécs,Szekszárd,0.7319098179933825,59481.90900000001
2004,Pécs,Kaposvár,1.1289733228548327,66148.099
2004,Pécs,Eger,3.580359699239908,325694.28299999994
2004,Pécs,Debrecen,4.307783816413229,362694.9030000001
2004,Pécs,Szeged,2.5235428649309464,188892.523
2004,Pécs,Kecskemét,2.0988489676072337,172752.24999999997
2004,Pécs,Békéscsaba,3.2805032353122456,284006.87000000005
2004,Pécs,Miskolc,3.992492985422303,373658.50299999997
2004,Pécs,Győr,3.1227133383659296,229454.58500000008
2004,Pécs,Nyíregyháza,4.99863897768852,415333.09099999996
2004,Pécs,Székesfehérvár,2.0374094989796614,154190.415
2004,Pécs,Zalaegerszeg,3.2523657368290113,189736.97
2004,Pécs,Salgótarján,3.568819403454092,308455.85499999986
2004,Pécs,Tatabánya,2.71257196050841,220184.39899999995
2004,Pécs,Veszprém,2.2009319740840887,156050.595
2004,Pécs,Szolnok,2.8908627415608463,233296.78
2004,Szekszárd,Kaposvár,1.6636305385425163,116030.46900000004
2004,Szekszárd,Eger,2.9305201923576347,272038.23
2004,Szekszárd,Debrecen,3.657944309530956,309038.85
2004,Szekszárd,Szeged,1.8732968691597849,139082.89400000003
2004,Szekszárd,Kecskemét,1.4490094607249628,119096.19699999996
2004,Szekszárd,Békéscsaba,2.6306637284299756,234197.24100000004
2004,Szekszárd,Miskolc,3.3426534785400297,320002.44999999995
2004,Szekszárd,Győr,2.4728738314836582,186451.88300000006
2004,Szekszárd,Nyíregyháza,4.348799470806247,361677.0379999998
2004,Szekszárd,Székesfehérvár,1.3875699920973907,100534.36200000001
2004,Szekszárd,Tatabánya,2.0627324536261393,166528.346
2004,Szekszárd,Veszprém,1.780485111708348,126706.50000000004
2004,Kaposvár,Eger,3.3740304156491057,328838.651
2004,Kaposvár,Debrecen,4.53640245377387,381196.6750000002
2004,Kaposvár,Szeged,3.4552635854800804,250247.67299999998
2004,Kaposvár,Kecskemét,2.575002661550725,191254.02200000003
2004,Kaposvár,Békéscsaba,3.756656929255737,313007.5859999999
2004,Kaposvár,Miskolc,3.7861637018315006,378077.5650000001
2004,Kaposvár,Győr,2.820997312416425,212885.3560000001
2004,Kaposvár,Nyíregyháza,4.7923096940977175,433593.48900000023
2004,Kaposvár,Székesfehérvár,1.735693473030158,140796.73500000004
2004,Kaposvár,Tatabánya,2.4030823332768554,206716.05399999997
2004,Kaposvár,Veszprém,1.8709741242345082,139481.36599999998
2004,Eger,Debrecen,1.6273441158114195,125806.534
2004,Eger,Szeged,3.141936336112207,236868.67399999988
2004,Eger,Kecskemét,1.8622478219848433,157249.98099999997
2004,Eger,Békéscsaba,3.051149666515867,216178.37699999995
2004,Eger,Miskolc,0.7680618528522151,66304.834
2004,Eger,Győr,2.2620143260425167,249746.2699999999
2004,Eger,Nyíregyháza,1.7742078451184327,128990.76799999998
2004,Eger,Székesfehérvár,1.8310594283484947,197702.70000000004
2004,Eger,Tatabánya,1.711180611510887,189612.49299999993
2004,Eger,Veszprém,2.2239745479594526,238130.845
2004,Debrecen,Szeged,3.0083840028402626,217564.626
2004,Debrecen,Kecskemét,2.274449276773954,190158.16100000005
2004,Debrecen,Békéscsaba,1.9545093538865304,128769.73899999999
2004,Debrecen,Miskolc,1.4568736713243415,98368.706
2004,Debrecen,Győr,3.4573877783056446,341236.88500000007
2004,Debrecen,Nyíregyháza,0.7871025815701225,52669.56000000001
2004,Debrecen,Székesfehérvár,2.9991995523676436,289209.30600000004
2004,Debrecen,Tatabánya,2.918280613068887,281119.09900000005
2004,Debrecen,Veszprém,3.392114671978601,329637.45100000023
2004,Szeged,Kecskemét,1.3985630416487316,87145.45499999999
2004,Szeged,Békéscsaba,1.1722916358731907,95114.34700000001
2004,Szeged,Miskolc,3.555820777892633,280740.45399999997
2004,Szeged,Győr,3.0328959026541646,284793.45199999993
2004,Szeged,Nyíregyháza,3.7952454544103844,268325.92600000015
2004,Szeged,Székesfehérvár,2.5747076767161636,213567.931
2004,Szeged,Veszprém,2.967622796327121,242945.73500000002
2004,Kecskemét,Békéscsaba,1.2934803984199137,124184.88899999998
2004,Kecskemét,Miskolc,2.276132263765267,201121.76100000003
2004,Kecskemét,Győr,1.7608006618174,199893.46300000005
2004,Kecskemét,Nyíregyháza,3.0613107283440772,242796.34900000005
2004,Kecskemét,Székesfehérvár,1.3026124358793987,140859.678
2004,Kecskemét,Veszprém,1.695527555490356,170237.48200000002
2004,Békéscsaba,Miskolc,3.4113830252108728,227138.44499999995
2004,Békéscsaba,Győr,2.949702506348424,320063.19499999983
2004,Békéscsaba,Nyíregyháza,2.7416119354566533,179531.03900000005
2004,Békéscsaba,Székesfehérvár,2.491514280410423,261124.35799999998
2004,Békéscsaba,Veszprém,2.8844294000213804,291991.04599999986
2004,Miskolc,Győr,2.674147612224912,298712.12299999996
2004,Miskolc,Nyíregyháza,1.514012977061404,87695.37899999999
2004,Miskolc,Székesfehérvár,2.243192714530889,246941.61400000006
2004,Győr,Nyíregyháza,3.680293604491129,354228.0470000003
2004,Győr,Székesfehérvár,1.1214919887517685,85917.52100000005
2004,Nyíregyháza,Székesfehérvár,3.2493387067971087,302457.538
2004,Zalaegerszeg,Szekszárd,3.258084552673739,206749.39200000005
2004,Zalaegerszeg,Kaposvár,2.1234610139741785,125376.39199999998
2004,Zalaegerszeg,Eger,3.8342809131215185,350882.04899999994
2004,Zalaegerszeg,Debrecen,5.0024210371406665,442388.655
2004,Zalaegerszeg,Szeged,4.577929161489184,341007.65500000014
2004,Zalaegerszeg,Kecskemét,3.30583392065242,268299.4020000001
2004,Zalaegerszeg,Békéscsaba,4.494735765183444,390052.9659999999
2004,Zalaegerszeg,Miskolc,4.246414199303912,400120.96300000005
2004,Zalaegerszeg,Győr,1.8332807079041433,155421.02899999998
2004,Zalaegerszeg,Nyíregyháza,5.25256019157013,455636.88700000016
2004,Zalaegerszeg,Székesfehérvár,2.104465058773387,162441.70200000002
2004,Zalaegerszeg,Salgótarján,3.8227406173357026,333613.06500000006
2004,Zalaegerszeg,Tatabánya,2.2669714044824216,216818.69400000005
2004,Zalaegerszeg,Veszprém,1.6257575651620655,118265.62100000004
2004,Salgótarján,Szekszárd,2.918979896571817,254799.8019999999
2004,Salgótarján,Kaposvár,3.362490119863286,311569.6670000001
2004,Salgótarján,Eger,1.2400708187751783,75811.73
2004,Salgótarján,Debrecen,2.4749071037365136,201618.264
2004,Salgótarján,Szeged,3.128354831318908,255485.69699999987
2004,Salgótarján,Kecskemét,1.8486663171915447,175821.46999999997
2004,Salgótarján,Békéscsaba,3.0375681617225685,241592.47799999992
2004,Salgótarján,Miskolc,1.6522041049575742,125661.16499999992
2004,Salgótarján,Győr,2.2504740302567,232074.5159999999
2004,Salgótarján,Nyíregyháza,2.6583500972237926,204802.49800000002
2004,Salgótarján,Székesfehérvár,1.819519132562678,180433.71600000001
2004,Salgótarján,Tatabánya,1.6996403157250703,172343.50899999996
2004,Salgótarján,Veszprém,2.2124342521736358,220861.861
2004,Tatabánya,Szeged,2.4937887374174075,223717.31400000007
2004,Tatabánya,Kecskemét,1.2164798180555552,138817.32499999998
2004,Tatabánya,Békéscsaba,2.4053816625865796,258987.0570000001
2004,Tatabánya,Miskolc,2.1233138976932837,238851.40700000004
2004,Tatabánya,Győr,0.5508337145316299,61397.66499999999
2004,Tatabánya,Nyíregyháza,3.129459889959501,294367.3310000002
2004,Tatabánya,Székesfehérvár,0.8590690993065269,68355.84199999996
2004,Tatabánya,Veszprém,1.2519842189174843,107786.01099999997
2004,Veszprém,Miskolc,2.6361078341418467,287369.75900000014
2004,Veszprém,Győr,1.3153522818414474,78894.25000000006
2004,Veszprém,Nyíregyháza,3.642253826408065,342885.68300000025
2004,Veszprém,Székesfehérvár,0.4941586936113223,44794.12900000001
2004,Szombathely,Pécs,3.9260529193554956,242997.57300000006
2004,Szombathely,Szekszárd,3.3481145538006025,260009.99500000005
2004,Szombathely,Kaposvár,2.8802210065250864,178636.99500000008
2004,Szombathely,Eger,3.135262315880831,351906.696
